"Título de trazado: 21500626 -5"
"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 21500626, SEN S/N: 21500626)"	"Botón abajo (LGR S/N: 21500626, SEN S/N: 21500626)"	"Botón arriba (LGR S/N: 21500626, SEN S/N: 21500626)"	"Host conectado (LGR S/N: 21500626, SEN S/N: 21500626)"	"Final de archivo (LGR S/N: 21500626, SEN S/N: 21500626)"
1396	21/08/23	17:00:00	29.56				
1397	21/08/23	18:00:00	29.56				
1398	21/08/23	19:00:00	29.51				
1399	21/08/23	20:00:00	29.60				
1400	21/08/23	21:00:00	29.34				
1401	21/08/23	22:00:00	29.38				
1402	21/08/23	23:00:00	28.74				
1403	22/08/23	00:00:00	28.95				
1404	22/08/23	01:00:00	29.08				
1405	22/08/23	02:00:00	29.13				
1406	22/08/23	03:00:00	29.00				
1407	22/08/23	04:00:00	29.13				
1408	22/08/23	05:00:00	29.08				
1409	22/08/23	06:00:00	28.91				
1410	22/08/23	07:00:00	28.91				
1411	22/08/23	08:00:00	28.87				
1412	22/08/23	09:00:00	29.00				
1413	22/08/23	10:00:00	29.08				
1414	22/08/23	11:00:00	29.17				
1415	22/08/23	12:00:00	29.43				
1416	22/08/23	13:00:00	29.56				
1417	22/08/23	14:00:00	29.68				
1418	22/08/23	15:00:00	29.68				
1419	22/08/23	16:00:00	29.86				
1420	22/08/23	17:00:00	29.47				
1421	22/08/23	18:00:00	29.60				
1422	22/08/23	19:00:00	29.51				
1423	22/08/23	20:00:00	29.47				
1424	22/08/23	21:00:00	29.47				
1425	22/08/23	22:00:00	29.47				
1426	22/08/23	23:00:00	29.51				
1427	23/08/23	00:00:00	29.26				
1428	23/08/23	01:00:00	29.21				
1429	23/08/23	02:00:00	29.30				
1430	23/08/23	03:00:00	29.26				
1431	23/08/23	04:00:00	29.04				
1432	23/08/23	05:00:00	29.13				
1433	23/08/23	06:00:00	29.13				
1434	23/08/23	07:00:00	29.04				
1435	23/08/23	08:00:00	29.08				
1436	23/08/23	09:00:00	29.17				
1437	23/08/23	10:00:00	29.21				
1438	23/08/23	11:00:00	29.34				
1439	23/08/23	12:00:00	29.04				
1440	23/08/23	13:00:00	28.83				
1441	23/08/23	14:00:00	29.51				
1442	23/08/23	15:00:00	29.38				
1443	23/08/23	16:00:00	29.51				
1444	23/08/23	17:00:00	29.47				
1445	23/08/23	18:00:00	29.56				
1446	23/08/23	19:00:00	29.56				
1447	23/08/23	20:00:00	29.47				
1448	23/08/23	21:00:00	29.47				
1449	23/08/23	22:00:00	29.47				
1450	23/08/23	23:00:00	29.43				
1451	24/08/23	00:00:00	29.43				
1452	24/08/23	01:00:00	29.38				
1453	24/08/23	02:00:00	28.74				
1454	24/08/23	03:00:00	29.04				
1455	24/08/23	04:00:00	28.91				
1456	24/08/23	05:00:00	29.08				
1457	24/08/23	06:00:00	28.95				
1458	24/08/23	07:00:00	29.00				
1459	24/08/23	08:00:00	29.08				
1460	24/08/23	09:00:00	29.00				
1461	24/08/23	10:00:00	29.30				
1462	24/08/23	11:00:00	29.43				
1463	24/08/23	12:00:00	28.74				
1464	24/08/23	13:00:00	29.17				
1465	24/08/23	14:00:00	29.34				
1466	24/08/23	15:00:00	29.77				
1467	24/08/23	16:00:00	29.73				
1468	24/08/23	17:00:00	29.68				
1469	24/08/23	18:00:00	29.73				
1470	24/08/23	19:00:00	29.64				
1471	24/08/23	20:00:00	29.21				
1472	24/08/23	21:00:00	29.47				
1473	24/08/23	22:00:00	29.43				
1474	24/08/23	23:00:00	29.47				
1475	25/08/23	00:00:00	29.47				
1476	25/08/23	01:00:00	28.95				
1477	25/08/23	02:00:00	28.87				
1478	25/08/23	03:00:00	28.74				
1479	25/08/23	04:00:00	29.08				
1480	25/08/23	05:00:00	29.21				
1481	25/08/23	06:00:00	29.17				
1482	25/08/23	07:00:00	29.17				
1483	25/08/23	08:00:00	29.21				
1484	25/08/23	09:00:00	29.08				
1485	25/08/23	10:00:00	29.30				
1486	25/08/23	11:00:00	29.43				
1487	25/08/23	12:00:00	29.51				
1488	25/08/23	13:00:00	29.60				
1489	25/08/23	14:00:00	29.64				
1490	25/08/23	15:00:00	29.68				
1491	25/08/23	16:00:00	29.60				
1492	25/08/23	17:00:00	29.47				
1493	25/08/23	18:00:00	29.43				
1494	25/08/23	19:00:00	29.38				
1495	25/08/23	20:00:00	29.26				
1496	25/08/23	21:00:00	29.30				
1497	25/08/23	22:00:00	29.34				
1498	25/08/23	23:00:00	29.26				
1499	26/08/23	00:00:00	28.78				
1500	26/08/23	01:00:00	29.17				
1501	26/08/23	02:00:00	29.17				
1502	26/08/23	03:00:00	29.17				
1503	26/08/23	04:00:00	29.21				
1504	26/08/23	05:00:00	29.21				
1505	26/08/23	06:00:00	29.21				
1506	26/08/23	07:00:00	29.26				
1507	26/08/23	08:00:00	29.26				
1508	26/08/23	09:00:00	29.30				
1509	26/08/23	10:00:00	29.34				
1510	26/08/23	11:00:00	29.60				
1511	26/08/23	12:00:00	29.68				
1512	26/08/23	13:00:00	29.64				
1513	26/08/23	14:00:00	29.64				
1514	26/08/23	15:00:00	29.81				
1515	26/08/23	16:00:00	29.94				
1516	26/08/23	17:00:00	29.60				
1517	26/08/23	18:00:00	29.73				
1518	26/08/23	19:00:00	29.51				
1519	26/08/23	20:00:00	29.47				
1520	26/08/23	21:00:00	29.43				
1521	26/08/23	22:00:00	29.26				
1522	26/08/23	23:00:00	29.34				
1523	27/08/23	00:00:00	29.30				
1524	27/08/23	01:00:00	29.13				
1525	27/08/23	02:00:00	29.13				
1526	27/08/23	03:00:00	29.17				
1527	27/08/23	04:00:00	29.08				
1528	27/08/23	05:00:00	29.08				
1529	27/08/23	06:00:00	29.04				
1530	27/08/23	07:00:00	29.08				
1531	27/08/23	08:00:00	29.08				
1532	27/08/23	09:00:00	29.13				
1533	27/08/23	10:00:00	29.04				
1534	27/08/23	11:00:00	29.04				
1535	27/08/23	12:00:00	29.17				
1536	27/08/23	13:00:00	29.17				
1537	27/08/23	14:00:00	29.17				
1538	27/08/23	15:00:00	28.83				
1539	27/08/23	16:00:00	26.77				
1540	27/08/23	17:00:00	28.95				
1541	27/08/23	18:00:00	28.65				
1542	27/08/23	19:00:00	28.70				
1543	27/08/23	20:00:00	28.44				
1544	27/08/23	21:00:00	28.57				
1545	27/08/23	22:00:00	28.48				
1546	27/08/23	23:00:00	28.57				
1547	28/08/23	00:00:00	28.57				
1548	28/08/23	01:00:00	28.40				
1549	28/08/23	02:00:00	28.35				
1550	28/08/23	03:00:00	28.27				
1551	28/08/23	04:00:00	28.27				
1552	28/08/23	05:00:00	28.18				
1553	28/08/23	06:00:00	28.18				
1554	28/08/23	07:00:00	28.05				
1555	28/08/23	08:00:00	28.01				
1556	28/08/23	09:00:00	28.10				
1557	28/08/23	10:00:00	28.05				
1558	28/08/23	11:00:00	28.14				
1559	28/08/23	12:00:00	28.05				
1560	28/08/23	13:00:00	27.84				
1561	28/08/23	14:00:00	28.35				
1562	28/08/23	15:00:00	28.40				
1563	28/08/23	16:00:00	28.23				
1564	28/08/23	17:00:00	28.53				
1565	28/08/23	18:00:00	28.31				
1566	28/08/23	19:00:00	28.31				
1567	28/08/23	20:00:00	28.18				
1568	28/08/23	21:00:00	28.10				
1569	28/08/23	22:00:00	28.01				
1570	28/08/23	23:00:00	28.01				
1571	29/08/23	00:00:00	27.88				
1572	29/08/23	01:00:00	27.84				
1573	29/08/23	02:00:00	27.45				
1574	29/08/23	03:00:00	27.71				
1575	29/08/23	04:00:00	27.75				
1576	29/08/23	05:00:00	27.71				
1577	29/08/23	06:00:00	27.71				
1578	29/08/23	07:00:00	27.67				
1579	29/08/23	08:00:00	27.63				
1580	29/08/23	09:00:00	27.71				
1581	29/08/23	10:00:00	27.84				
1582	29/08/23	11:00:00	27.88				
1583	29/08/23	12:00:00	28.05				
1584	29/08/23	13:00:00	28.14				
1585	29/08/23	14:00:00	28.35				
1586	29/08/23	15:00:00	28.44				
1587	29/08/23	16:00:00	28.23				
1588	29/08/23	17:00:00	28.18				
1589	29/08/23	18:00:00	28.27				
1590	29/08/23	19:00:00	28.23				
1591	29/08/23	20:00:00	28.14				
1592	29/08/23	21:00:00	28.10				
1593	29/08/23	22:00:00	28.05				
1594	29/08/23	23:00:00	27.93				
1595	30/08/23	00:00:00	27.93				
1596	30/08/23	01:00:00	27.84				
1597	30/08/23	02:00:00	27.80				
1598	30/08/23	03:00:00	27.75				
1599	30/08/23	04:00:00	27.75				
1600	30/08/23	05:00:00	27.71				
1601	30/08/23	06:00:00	27.71				
1602	30/08/23	07:00:00	27.75				
1603	30/08/23	08:00:00	27.67				
1604	30/08/23	09:00:00	27.80				
1605	30/08/23	10:00:00	27.80				
1606	30/08/23	11:00:00	27.97				
1607	30/08/23	12:00:00	28.14				
1608	30/08/23	13:00:00	28.14				
1609	30/08/23	14:00:00	27.88				
1610	30/08/23	15:00:00	28.14				
1611	30/08/23	16:00:00	28.05				
1612	30/08/23	17:00:00	27.93				
1613	30/08/23	18:00:00	27.84				
1614	30/08/23	19:00:00	27.80				
1615	30/08/23	20:00:00	27.75				
1616	30/08/23	21:00:00	27.71				
1617	30/08/23	22:00:00	27.71				
1618	30/08/23	23:00:00	27.71				
1619	31/08/23	00:00:00	27.67				
1620	31/08/23	01:00:00	27.67				
1621	31/08/23	02:00:00	27.67				
1622	31/08/23	03:00:00	27.63				
1623	31/08/23	04:00:00	27.63				
1624	31/08/23	05:00:00	27.54				
1625	31/08/23	06:00:00	27.58				
1626	31/08/23	07:00:00	27.54				
1627	31/08/23	08:00:00	27.50				
1628	31/08/23	09:00:00	27.54				
1629	31/08/23	10:00:00	27.67				
1630	31/08/23	11:00:00	27.84				
1631	31/08/23	12:00:00	27.97				
1632	31/08/23	13:00:00	28.01				
1633	31/08/23	14:00:00	28.10				
1634	31/08/23	15:00:00	28.10				
1635	31/08/23	16:00:00	28.14				
1636	31/08/23	17:00:00	27.93				
1637	31/08/23	18:00:00	28.18				
1638	31/08/23	19:00:00	28.18				
1639	31/08/23	20:00:00	27.88				
1640	31/08/23	21:00:00	27.80				
1641	31/08/23	22:00:00	27.80				
1642	31/08/23	23:00:00	27.84				
1643	01/09/23	00:00:00	27.80				
1644	01/09/23	01:00:00	27.75				
1645	01/09/23	02:00:00	27.75				
1646	01/09/23	03:00:00	27.75				
1647	01/09/23	04:00:00	27.71				
1648	01/09/23	05:00:00	27.75				
1649	01/09/23	06:00:00	27.67				
1650	01/09/23	07:00:00	27.63				
1651	01/09/23	08:00:00	27.63				
1652	01/09/23	09:00:00	27.67				
1653	01/09/23	10:00:00	27.80				
1654	01/09/23	11:00:00	27.75				
1655	01/09/23	12:00:00	27.97				
1656	01/09/23	13:00:00	28.10				
1657	01/09/23	14:00:00	28.05				
1658	01/09/23	15:00:00	27.88				
1659	01/09/23	16:00:00	27.93				
1660	01/09/23	17:00:00	27.88				
1661	01/09/23	18:00:00	27.93				
1662	01/09/23	19:00:00	27.97				
1663	01/09/23	20:00:00	27.84				
1664	01/09/23	21:00:00	27.75				
1665	01/09/23	22:00:00	27.67				
1666	01/09/23	23:00:00	27.71				
1667	02/09/23	00:00:00	27.71				
1668	02/09/23	01:00:00	27.67				
1669	02/09/23	02:00:00	27.54				
1670	02/09/23	03:00:00	27.58				
1671	02/09/23	04:00:00	27.41				
1672	02/09/23	05:00:00	27.32				
1673	02/09/23	06:00:00	27.28				
1674	02/09/23	07:00:00	27.32				
1675	02/09/23	08:00:00	27.32				
1676	02/09/23	09:00:00	27.37				
1677	02/09/23	10:00:00	27.37				
1678	02/09/23	11:00:00	27.41				
1679	02/09/23	12:00:00	27.58				
1680	02/09/23	13:00:00	27.63				
1681	02/09/23	14:00:00	27.58				
1682	02/09/23	15:00:00	27.71				
1683	02/09/23	16:00:00	27.71				
1684	02/09/23	17:00:00	27.58				
1685	02/09/23	18:00:00	27.41				
1686	02/09/23	19:00:00	27.24				
1687	02/09/23	20:00:00	27.32				
1688	02/09/23	21:00:00	27.24				
1689	02/09/23	22:00:00	27.20				
1690	02/09/23	23:00:00	27.15				
1691	03/09/23	00:00:00	27.20				
1692	03/09/23	01:00:00	27.20				
1693	03/09/23	02:00:00	27.32				
1694	03/09/23	03:00:00	27.24				
1695	03/09/23	04:00:00	27.24				
1696	03/09/23	05:00:00	27.11				
1697	03/09/23	06:00:00	27.11				
1698	03/09/23	07:00:00	27.11				
1699	03/09/23	08:00:00	26.98				
1700	03/09/23	09:00:00	26.98				
1701	03/09/23	10:00:00	26.90				
1702	03/09/23	11:00:00	26.90				
1703	03/09/23	12:00:00	27.07				
1704	03/09/23	13:00:00	27.11				
1705	03/09/23	14:00:00	27.15				
1706	03/09/23	15:00:00	27.15				
1707	03/09/23	16:00:00	27.15				
1708	03/09/23	17:00:00	27.15				
1709	03/09/23	18:00:00	27.02				
1710	03/09/23	19:00:00	26.98				
1711	03/09/23	20:00:00	26.90				
1712	03/09/23	21:00:00	26.90				
1713	03/09/23	22:00:00	26.85				
1714	03/09/23	23:00:00	26.85				
1715	04/09/23	00:00:00	26.90				
1716	04/09/23	01:00:00	26.85				
1717	04/09/23	02:00:00	26.90				
1718	04/09/23	03:00:00	26.94				
1719	04/09/23	04:00:00	26.90				
1720	04/09/23	05:00:00	26.94				
1721	04/09/23	06:00:00	26.90				
1722	04/09/23	07:00:00	26.85				
1723	04/09/23	08:00:00	26.85				
1724	04/09/23	09:00:00	26.85				
1725	04/09/23	10:00:00	26.90				
1726	04/09/23	11:00:00	26.90				
1727	04/09/23	12:00:00	26.94				
1728	04/09/23	13:00:00	27.11				
1729	04/09/23	14:00:00	27.24				
1730	04/09/23	15:00:00	27.15				
1731	04/09/23	16:00:00	27.15				
1732	04/09/23	17:00:00	27.11				
1733	04/09/23	18:00:00	27.07				
1734	04/09/23	19:00:00	27.15				
1735	04/09/23	20:00:00	27.11				
1736	04/09/23	21:00:00	27.11				
1737	04/09/23	22:00:00	27.07				
1738	04/09/23	23:00:00	27.07				
1739	05/09/23	00:00:00	27.11				
1740	05/09/23	01:00:00	27.07				
1741	05/09/23	02:00:00	27.07				
1742	05/09/23	03:00:00	27.07				
1743	05/09/23	04:00:00	27.07				
1744	05/09/23	05:00:00	27.02				
1745	05/09/23	06:00:00	27.02				
1746	05/09/23	07:00:00	27.02				
1747	05/09/23	08:00:00	26.94				
1748	05/09/23	09:00:00	27.02				
1749	05/09/23	10:00:00	27.11				
1750	05/09/23	11:00:00	27.07				
1751	05/09/23	12:00:00	27.37				
1752	05/09/23	13:00:00	27.50				
1753	05/09/23	14:00:00	27.58				
1754	05/09/23	15:00:00	27.58				
1755	05/09/23	16:00:00	27.50				
1756	05/09/23	17:00:00	27.41				
1757	05/09/23	18:00:00	27.32				
1758	05/09/23	19:00:00	27.20				
1759	05/09/23	20:00:00	27.07				
1760	05/09/23	21:00:00	26.98				
1761	05/09/23	22:00:00	26.94				
1762	05/09/23	23:00:00	26.85				
1763	06/09/23	00:00:00	26.85				
1764	06/09/23	01:00:00	26.90				
1765	06/09/23	02:00:00	26.81				
1766	06/09/23	03:00:00	26.81				
1767	06/09/23	04:00:00	26.81				
1768	06/09/23	05:00:00	26.81				
1769	06/09/23	06:00:00	26.72				
1770	06/09/23	07:00:00	26.77				
1771	06/09/23	08:00:00	26.77				
1772	06/09/23	09:00:00	26.81				
1773	06/09/23	10:00:00	27.02				
1774	06/09/23	11:00:00	27.24				
1775	06/09/23	12:00:00	27.37				
1776	06/09/23	13:00:00	27.50				
1777	06/09/23	14:00:00	27.32				
1778	06/09/23	15:00:00	27.58				
1779	06/09/23	16:00:00	27.45				
1780	06/09/23	17:00:00	27.24				
1781	06/09/23	18:00:00	27.15				
1782	06/09/23	19:00:00	27.07				
1783	06/09/23	20:00:00	26.98				
1784	06/09/23	21:00:00	26.98				
1785	06/09/23	22:00:00	26.90				
1786	06/09/23	23:00:00	26.90				
1787	07/09/23	00:00:00	26.85				
1788	07/09/23	01:00:00	26.90				
1789	07/09/23	02:00:00	26.85				
1790	07/09/23	03:00:00	26.85				
1791	07/09/23	04:00:00	26.85				
1792	07/09/23	05:00:00	26.81				
1793	07/09/23	06:00:00	26.77				
1794	07/09/23	07:00:00	26.81				
1795	07/09/23	08:00:00	26.72				
1796	07/09/23	09:00:00	26.72				
1797	07/09/23	10:00:00	27.02				
1798	07/09/23	11:00:00	27.15				
1799	07/09/23	12:00:00	27.32				
1800	07/09/23	13:00:00	27.45				
1801	07/09/23	14:00:00	27.58				
1802	07/09/23	15:00:00	27.54				
1803	07/09/23	16:00:00	27.50				
1804	07/09/23	17:00:00	27.37				
1805	07/09/23	18:00:00	27.37				
1806	07/09/23	19:00:00	27.28				
1807	07/09/23	20:00:00	27.20				
1808	07/09/23	21:00:00	27.11				
1809	07/09/23	22:00:00	27.07				
1810	07/09/23	23:00:00	27.02				
1811	08/09/23	00:00:00	27.07				
1812	08/09/23	01:00:00	27.11				
1813	08/09/23	02:00:00	27.07				
1814	08/09/23	03:00:00	27.07				
1815	08/09/23	04:00:00	27.07				
1816	08/09/23	05:00:00	27.07				
1817	08/09/23	06:00:00	27.02				
1818	08/09/23	07:00:00	26.68				
1819	08/09/23	08:00:00	26.51				
1820	08/09/23	09:00:00	26.55				
1821	08/09/23	10:00:00	26.90				
1822	08/09/23	11:00:00	27.11				
1823	08/09/23	12:00:00	27.50				
1824	08/09/23	13:00:00	27.50				
1825	08/09/23	14:00:00	27.63				
1826	08/09/23	15:00:00	27.54				
1827	08/09/23	16:00:00	27.67				
1828	08/09/23	17:00:00	27.54				
1829	08/09/23	18:00:00	27.50				
1830	08/09/23	19:00:00	27.41				
1831	08/09/23	20:00:00	27.45				
1832	08/09/23	21:00:00	27.37				
1833	08/09/23	22:00:00	27.24				
1834	08/09/23	23:00:00	27.28				
1835	09/09/23	00:00:00	27.24				
1836	09/09/23	01:00:00	27.24				
1837	09/09/23	02:00:00	27.28				
1838	09/09/23	03:00:00	27.02				
1839	09/09/23	04:00:00	27.15				
1840	09/09/23	05:00:00	26.60				
1841	09/09/23	06:00:00	26.98				
1842	09/09/23	07:00:00	27.07				
1843	09/09/23	08:00:00	27.11				
1844	09/09/23	09:00:00	26.98				
1845	09/09/23	10:00:00	27.15				
1846	09/09/23	11:00:00	27.15				
1847	09/09/23	12:00:00	27.20				
1848	09/09/23	13:00:00	27.32				
1849	09/09/23	14:00:00	27.41				
1850	09/09/23	15:00:00	26.72				
1851	09/09/23	16:00:00	27.07				
1852	09/09/23	17:00:00	27.20				
1853	09/09/23	18:00:00	27.15				
1854	09/09/23	19:00:00	27.15				
1855	09/09/23	20:00:00	26.98				
1856	09/09/23	21:00:00	26.90				
1857	09/09/23	22:00:00	26.90				
1858	09/09/23	23:00:00	26.85				
1859	10/09/23	00:00:00	26.85				
1860	10/09/23	01:00:00	26.85				
1861	10/09/23	02:00:00	26.81				
1862	10/09/23	03:00:00	26.94				
1863	10/09/23	04:00:00	26.94				
1864	10/09/23	05:00:00	26.85				
1865	10/09/23	06:00:00	26.68				
1866	10/09/23	07:00:00	26.72				
1867	10/09/23	08:00:00	26.68				
1868	10/09/23	09:00:00	26.60				
1869	10/09/23	10:00:00	26.68				
1870	10/09/23	11:00:00	26.68				
1871	10/09/23	12:00:00	26.77				
1872	10/09/23	13:00:00	26.64				
1873	10/09/23	14:00:00	26.81				
1874	10/09/23	15:00:00	26.90				
1875	10/09/23	16:00:00	26.94				
1876	10/09/23	17:00:00	26.94				
1877	10/09/23	18:00:00	26.94				
1878	10/09/23	19:00:00	26.90				
1879	10/09/23	20:00:00	26.90				
1880	10/09/23	21:00:00	26.85				
1881	10/09/23	22:00:00	26.81				
1882	10/09/23	23:00:00	26.85				
1883	11/09/23	00:00:00	26.77				
1884	11/09/23	01:00:00	26.81				
1885	11/09/23	02:00:00	26.77				
1886	11/09/23	03:00:00	26.77				
1887	11/09/23	04:00:00	26.77				
1888	11/09/23	05:00:00	26.77				
1889	11/09/23	06:00:00	26.72				
1890	11/09/23	07:00:00	26.72				
1891	11/09/23	08:00:00	26.77				
1892	11/09/23	09:00:00	26.81				
1893	11/09/23	10:00:00	26.98				
1894	11/09/23	11:00:00	26.94				
1895	11/09/23	12:00:00	27.02				
1896	11/09/23	13:00:00	27.15				
1897	11/09/23	14:00:00	27.24				
1898	11/09/23	15:00:00	27.37				
1899	11/09/23	16:00:00	27.32				
1900	11/09/23	17:00:00	27.24				
1901	11/09/23	18:00:00	27.24				
1902	11/09/23	19:00:00	27.20				
1903	11/09/23	20:00:00	27.24				
1904	11/09/23	21:00:00	27.20				
1905	11/09/23	22:00:00	27.15				
1906	11/09/23	23:00:00	27.15				
1907	12/09/23	00:00:00	27.11				
1908	12/09/23	01:00:00	26.85				
1909	12/09/23	02:00:00	26.98				
1910	12/09/23	03:00:00	26.90				
1911	12/09/23	04:00:00	26.90				
1912	12/09/23	05:00:00	26.90				
1913	12/09/23	06:00:00	26.81				
1914	12/09/23	07:00:00	26.90				
1915	12/09/23	08:00:00	26.85				
1916	12/09/23	09:00:00	26.90				
1917	12/09/23	10:00:00	26.94				
1918	12/09/23	11:00:00	26.98				
1919	12/09/23	12:00:00	27.11				
1920	12/09/23	13:00:00	27.24				
1921	12/09/23	14:00:00	27.24				
1922	12/09/23	15:00:00	27.45				
1923	12/09/23	16:00:00	27.32				
1924	12/09/23	17:00:00	27.41				
1925	12/09/23	18:00:00	27.32				
1926	12/09/23	19:00:00	27.24				
1927	12/09/23	20:00:00	27.20				
1928	12/09/23	21:00:00	27.15				
1929	12/09/23	22:00:00	27.15				
1930	12/09/23	23:00:00	27.11				
1931	13/09/23	00:00:00	27.07				
1932	13/09/23	01:00:00	27.07				
1933	13/09/23	02:00:00	27.02				
1934	13/09/23	03:00:00	27.02				
1935	13/09/23	04:00:00	26.98				
1936	13/09/23	05:00:00	27.02				
1937	13/09/23	06:00:00	26.94				
1938	13/09/23	07:00:00	26.94				
1939	13/09/23	08:00:00	26.90				
1940	13/09/23	09:00:00	26.94				
1941	13/09/23	10:00:00	27.15				
1942	13/09/23	11:00:00	27.24				
1943	13/09/23	12:00:00	27.37				
1944	13/09/23	13:00:00	27.28				
1945	13/09/23	14:00:00	27.11				
1946	13/09/23	15:00:00	27.20				
1947	13/09/23	16:00:00	27.02				
1948	13/09/23	17:00:00	26.85				
1949	13/09/23	18:00:00	27.15				
1950	13/09/23	19:00:00	27.15				
1951	13/09/23	20:00:00	27.11				
1952	13/09/23	21:00:00	27.02				
1953	13/09/23	22:00:00	26.98				
1954	13/09/23	23:00:00	26.98				
1955	14/09/23	00:00:00	26.98				
1956	14/09/23	01:00:00	26.94				
1957	14/09/23	02:00:00	26.94				
1958	14/09/23	03:00:00	26.94				
1959	14/09/23	04:00:00	26.85				
1960	14/09/23	05:00:00	26.85				
1961	14/09/23	06:00:00	26.81				
1962	14/09/23	07:00:00	26.77				
1963	14/09/23	08:00:00	26.60				
1964	14/09/23	09:00:00	26.60				
1965	14/09/23	10:00:00	26.64				
1966	14/09/23	11:00:00	26.85				
1967	14/09/23	12:00:00	26.98				
1968	14/09/23	13:00:00	27.07				
1969	14/09/23	14:00:00	26.98				
1970	14/09/23	15:00:00	27.07				
1971	14/09/23	16:00:00	26.98				
1972	14/09/23	17:00:00	27.02				
1973	14/09/23	18:00:00	27.02				
1974	14/09/23	19:00:00	26.90				
1975	14/09/23	20:00:00	26.81				
1976	14/09/23	21:00:00	26.81				
1977	14/09/23	22:00:00	26.81				
1978	14/09/23	23:00:00	26.77				
1979	15/09/23	00:00:00	26.72				
1980	15/09/23	01:00:00	26.68				
1981	15/09/23	02:00:00	26.72				
1982	15/09/23	03:00:00	26.68				
1983	15/09/23	04:00:00	26.60				
1984	15/09/23	05:00:00	26.60				
1985	15/09/23	06:00:00	26.60				
1986	15/09/23	07:00:00	26.51				
1987	15/09/23	08:00:00	26.47				
1988	15/09/23	09:00:00	26.55				
1989	15/09/23	10:00:00	26.72				
1990	15/09/23	11:00:00	26.85				
1991	15/09/23	12:00:00	26.85				
1992	15/09/23	13:00:00	26.85				
1993	15/09/23	14:00:00	26.90				
1994	15/09/23	15:00:00	26.98				
1995	15/09/23	16:00:00	27.02				
1996	15/09/23	17:00:00	26.94				
1997	15/09/23	18:00:00	26.90				
1998	15/09/23	19:00:00	26.77				
1999	15/09/23	20:00:00	26.77				
2000	15/09/23	21:00:00	26.77				
2001	15/09/23	22:00:00	26.72				
2002	15/09/23	23:00:00	26.72				
2003	16/09/23	00:00:00	26.68				
2004	16/09/23	01:00:00	26.68				
2005	16/09/23	02:00:00	26.68				
2006	16/09/23	03:00:00	26.77				
2007	16/09/23	04:00:00	26.72				
2008	16/09/23	05:00:00	26.72				
2009	16/09/23	06:00:00	26.68				
2010	16/09/23	07:00:00	26.60				
2011	16/09/23	08:00:00	26.60				
2012	16/09/23	09:00:00	26.60				
2013	16/09/23	10:00:00	26.68				
2014	16/09/23	11:00:00	26.81				
2015	16/09/23	12:00:00	26.77				
2016	16/09/23	13:00:00	26.77				
2017	16/09/23	14:00:00	26.85				
2018	16/09/23	15:00:00	26.90				
2019	16/09/23	16:00:00	26.90				
2020	16/09/23	17:00:00	26.81				
2021	16/09/23	18:00:00	26.68				
2022	16/09/23	19:00:00	26.72				
2023	16/09/23	20:00:00	26.68				
2024	16/09/23	21:00:00	26.72				
2025	16/09/23	22:00:00	26.72				
2026	16/09/23	23:00:00	26.64				
2027	17/09/23	00:00:00	26.68				
2028	17/09/23	01:00:00	26.64				
2029	17/09/23	02:00:00	26.55				
2030	17/09/23	03:00:00	26.60				
2031	17/09/23	04:00:00	26.55				
2032	17/09/23	05:00:00	26.55				
2033	17/09/23	06:00:00	26.47				
2034	17/09/23	07:00:00	26.51				
2035	17/09/23	08:00:00	26.55				
2036	17/09/23	09:00:00	26.60				
2037	17/09/23	10:00:00	26.68				
2038	17/09/23	11:00:00	26.85				
2039	17/09/23	12:00:00	27.02				
2040	17/09/23	13:00:00	27.11				
2041	17/09/23	14:00:00	27.07				
2042	17/09/23	15:00:00	26.94				
2043	17/09/23	16:00:00	27.07				
2044	17/09/23	17:00:00	27.11				
2045	17/09/23	18:00:00	26.94				
2046	17/09/23	19:00:00	26.94				
2047	17/09/23	20:00:00	26.81				
2048	17/09/23	21:00:00	26.81				
2049	17/09/23	22:00:00	26.77				
2050	17/09/23	23:00:00	26.77				
2051	18/09/23	00:00:00	26.72				
2052	18/09/23	01:00:00	26.68				
2053	18/09/23	02:00:00	26.64				
2054	18/09/23	03:00:00	26.68				
2055	18/09/23	04:00:00	26.64				
2056	18/09/23	05:00:00	26.68				
2057	18/09/23	06:00:00	26.60				
2058	18/09/23	07:00:00	26.64				
2059	18/09/23	08:00:00	26.30				
2060	18/09/23	09:00:00	26.42				
2061	18/09/23	10:00:00	26.55				
2062	18/09/23	11:00:00	26.64				
2063	18/09/23	12:00:00	26.64				
2064	18/09/23	13:00:00	26.68				
2065	18/09/23	14:00:00	26.90				
2066	18/09/23	15:00:00	26.90				
2067	18/09/23	16:00:00	26.90				
2068	18/09/23	17:00:00	26.90				
2069	18/09/23	18:00:00	26.90				
2070	18/09/23	19:00:00	26.81				
2071	18/09/23	20:00:00	26.81				
2072	18/09/23	21:00:00	26.68				
2073	18/09/23	22:00:00	26.77				
2074	18/09/23	23:00:00	26.77				
2075	19/09/23	00:00:00	26.72				
2076	19/09/23	01:00:00	26.72				
2077	19/09/23	02:00:00	26.68				
2078	19/09/23	03:00:00	26.64				
2079	19/09/23	04:00:00	26.64				
2080	19/09/23	05:00:00	26.60				
2081	19/09/23	06:00:00	26.55				
2082	19/09/23	07:00:00	26.55				
2083	19/09/23	08:00:00	26.55				
2084	19/09/23	09:00:00	26.55				
